"countrynum","statenum","route","stateroute","year","aou","stoptotal","speciestotal"
840,63,220,63220,2002,7510,1,5
840,63,220,63220,2002,7550,14,15
840,63,220,63220,2002,7610,9,13
840,63,220,63220,2002,7660,4,6
840,63,220,63220,2003,2890,6,6
840,63,220,63220,2003,3131,2,2
840,63,220,63220,2003,3160,18,24
840,63,220,63220,2003,3250,1,1
840,63,220,63220,2003,3370,1,2
840,63,220,63220,2003,3390,1,3
840,63,220,63220,2003,3870,1,1
840,63,220,63220,2003,3940,2,2
840,63,220,63220,2003,4050,2,2
840,63,220,63220,2003,4090,4,5
840,63,220,63220,2003,4230,7,10
840,63,220,63220,2003,4440,3,3
840,63,220,63220,2003,4560,8,8
840,63,220,63220,2003,4610,1,1
840,63,220,63220,2003,4650,1,1
840,63,220,63220,2003,4770,9,14
840,63,220,63220,2003,4880,29,45
840,63,220,63220,2003,4930,3,4
840,63,220,63220,2003,4980,2,4
840,63,220,63220,2003,5110,5,9
840,63,220,63220,2003,5190,3,3
840,63,220,63220,2003,5290,9,13
840,63,220,63220,2003,5600,12,14
840,63,220,63220,2003,5630,8,8
840,63,220,63220,2003,5810,28,43
840,63,220,63220,2003,5870,15,18
840,63,220,63220,2003,5930,22,30
840,63,220,63220,2003,5980,25,37
840,63,220,63220,2003,6110,3,12
840,63,220,63220,2003,6130,7,17
840,63,220,63220,2003,6240,8,9
840,63,220,63220,2003,6290,2,2
840,63,220,63220,2003,6480,1,1
840,63,220,63220,2003,6540,1,1
840,63,220,63220,2003,6740,3,3
840,63,220,63220,2003,6810,1,1
840,63,220,63220,2003,6870,3,5
840,63,220,63220,2003,7030,14,20
840,63,220,63220,2003,7040,5,9
840,63,220,63220,2003,7050,2,2
840,63,220,63220,2003,7180,18,21
840,63,220,63220,2003,7270,1,1
840,63,220,63220,2003,7310,14,16
840,63,220,63220,2003,7360,12,13
840,63,220,63220,2003,7510,7,9
840,63,220,63220,2003,7550,9,16
840,63,220,63220,2003,7610,14,21
840,63,220,63220,2003,7660,6,10
840,63,220,63220,2004,2890,3,3
840,63,220,63220,2004,3160,15,19
840,63,220,63220,2004,3370,1,1
840,63,220,63220,2004,3870,1,1
840,63,220,63220,2004,3880,1,1
840,63,220,63220,2004,3940,5,6
840,63,220,63220,2004,4050,2,2
840,63,220,63220,2004,4090,6,8
840,63,220,63220,2004,4120,3,3
840,63,220,63220,2004,4230,15,30
840,63,220,63220,2004,4280,2,2
840,63,220,63220,2004,4440,1,1
840,63,220,63220,2004,4560,10,12
840,63,220,63220,2004,4650,3,3
840,63,220,63220,2004,4770,16,24
840,63,220,63220,2004,4880,31,71
840,63,220,63220,2004,4930,5,19
840,63,220,63220,2004,4980,3,3
840,63,220,63220,2004,5110,1,1
840,63,220,63220,2004,5190,4,4
840,63,220,63220,2004,5290,7,8
840,63,220,63220,2004,5600,7,9
840,63,220,63220,2004,5630,9,9
840,63,220,63220,2004,5810,23,31
840,63,220,63220,2004,5870,20,20
840,63,220,63220,2004,5930,26,40
840,63,220,63220,2004,5970,1,1
840,63,220,63220,2004,5980,25,33
840,63,220,63220,2004,6130,9,16
840,63,220,63220,2004,6170,1,1
840,63,220,63220,2004,6190,2,3
840,63,220,63220,2004,6240,9,12
840,63,220,63220,2004,6290,2,2
840,63,220,63220,2004,6480,2,2
840,63,220,63220,2004,6740,1,1
840,63,220,63220,2004,7030,15,18
840,63,220,63220,2004,7040,7,9
840,63,220,63220,2004,7050,1,1
840,63,220,63220,2004,7180,19,24
840,63,220,63220,2004,7270,1,1
840,63,220,63220,2004,7310,14,19
840,63,220,63220,2004,7360,13,34
840,63,220,63220,2004,7510,2,2
840,63,220,63220,2004,7550,9,19
840,63,220,63220,2004,7610,12,22
840,63,220,63220,2004,7660,5,5
840,63,220,63220,2009,1940,1,1
840,63,220,63220,2009,2890,2,2
840,63,220,63220,2009,3100,1,1
840,63,220,63220,2009,3160,18,21
840,63,220,63220,2009,3250,4,5
840,63,220,63220,2009,3940,4,5
840,63,220,63220,2009,4090,4,4
840,63,220,63220,2009,4120,1,1
840,63,220,63220,2009,4230,4,8
840,63,220,63220,2009,4280,1,1
840,63,220,63220,2009,4440,1,1
840,63,220,63220,2009,4560,4,4
840,63,220,63220,2009,4650,4,5
840,63,220,63220,2009,4770,9,11
840,63,220,63220,2009,4860,3,5
840,63,220,63220,2009,4880,26,38
840,63,220,63220,2009,4930,1,8
840,63,220,63220,2009,4980,2,2
840,63,220,63220,2009,5010,1,1
840,63,220,63220,2009,5110,5,16
840,63,220,63220,2009,5290,19,29
840,63,220,63220,2009,5600,10,10
840,63,220,63220,2009,5630,9,10
840,63,220,63220,2009,5810,27,36
840,63,220,63220,2009,5870,19,25
840,63,220,63220,2009,5930,31,51
840,63,220,63220,2009,5950,1,1
840,63,220,63220,2009,5970,1,1
840,63,220,63220,2009,5980,24,30
840,63,220,63220,2009,6080,2,2
840,63,220,63220,2009,6120,1,35
840,63,220,63220,2009,6130,10,27
840,63,220,63220,2009,6140,1,3
840,63,220,63220,2009,6190,3,8
840,63,220,63220,2009,6240,6,6
840,63,220,63220,2009,6280,2,2
840,63,220,63220,2009,6290,6,7
840,63,220,63220,2009,6310,1,1
840,63,220,63220,2009,6480,2,3
840,63,220,63220,2009,6520,1,1
840,63,220,63220,2009,6710,3,4
840,63,220,63220,2009,6740,1,1
840,63,220,63220,2009,6830,2,2
840,63,220,63220,2009,6840,5,7
840,63,220,63220,2009,7030,15,20
840,63,220,63220,2009,7040,3,3
840,63,220,63220,2009,7050,2,2
840,63,220,63220,2009,7180,23,37
840,63,220,63220,2009,7210,1,1
840,63,220,63220,2009,7270,2,2
840,63,220,63220,2009,7310,18,24
840,63,220,63220,2009,7360,11,14
840,63,220,63220,2009,7510,1,1
840,63,220,63220,2009,7550,7,10
840,63,220,63220,2009,7610,13,15
840,63,220,63220,2009,7660,8,9
840,63,220,63220,2010,1720,1,15
840,63,220,63220,2010,2890,2,2
840,63,220,63220,2010,3100,1,1
840,63,220,63220,2010,3160,16,23
840,63,220,63220,2010,3250,2,4
840,63,220,63220,2010,3260,1,2
840,63,220,63220,2010,3370,1,1
840,63,220,63220,2010,3870,2,3
840,63,220,63220,2010,3930,1,1
840,63,220,63220,2010,3940,1,1
840,63,220,63220,2010,4050,3,3
840,63,220,63220,2010,4090,4,4
840,63,220,63220,2010,4230,8,13
840,63,220,63220,2010,4280,1,1
840,63,220,63220,2010,4560,4,5
840,63,220,63220,2010,4770,17,28
840,63,220,63220,2010,4860,1,1
840,63,220,63220,2010,4880,30,59
840,63,220,63220,2010,4950,1,1
840,63,220,63220,2010,4980,2,3
840,63,220,63220,2010,5010,1,1
840,63,220,63220,2010,5060,1,1
840,63,220,63220,2010,5110,6,30
840,63,220,63220,2010,5190,2,2
840,63,220,63220,2010,5290,12,19
840,63,220,63220,2010,5600,9,9
840,63,220,63220,2010,5630,8,8
840,63,220,63220,2010,5810,30,42
840,63,220,63220,2010,5870,7,8
840,63,220,63220,2010,5930,29,49
840,63,220,63220,2010,5980,23,28
840,63,220,63220,2010,6100,3,3
840,63,220,63220,2010,6110,2,4
840,63,220,63220,2010,6120,1,24
840,63,220,63220,2010,6130,8,21
840,63,220,63220,2010,6190,1,4
840,63,220,63220,2010,6240,12,15
840,63,220,63220,2010,6280,1,1
840,63,220,63220,2010,6290,5,5
840,63,220,63220,2010,6480,1,1
840,63,220,63220,2010,6540,1,1
840,63,220,63220,2010,6740,6,6
840,63,220,63220,2010,6830,4,5
840,63,220,63220,2010,6840,4,4
840,63,220,63220,2010,6870,1,1
840,63,220,63220,2010,7030,13,18
840,63,220,63220,2010,7040,2,4
840,63,220,63220,2010,7050,4,4
840,63,220,63220,2010,7180,24,26
840,63,220,63220,2010,7270,1,1
840,63,220,63220,2010,7310,9,13
840,63,220,63220,2010,7360,9,17
840,63,220,63220,2010,7510,1,2
840,63,220,63220,2010,7550,11,13
840,63,220,63220,2010,7610,13,41
840,63,220,63220,2010,7660,6,7
840,63,220,63220,2013,1720,1,1
840,63,220,63220,2013,2890,1,1
840,63,220,63220,2013,3100,1,3
840,63,220,63220,2013,3131,1,4
840,63,220,63220,2013,3160,14,23
840,63,220,63220,2013,3250,5,9
840,63,220,63220,2013,3260,2,2
840,63,220,63220,2013,3330,1,1
840,63,220,63220,2013,3370,2,2
840,63,220,63220,2013,3390,2,3
840,63,220,63220,2013,3870,1,1
840,63,220,63220,2013,3900,1,2
840,63,220,63220,2013,3940,5,6
840,63,220,63220,2013,4090,5,5
840,63,220,63220,2013,4120,1,1
840,63,220,63220,2013,4230,7,12
840,63,220,63220,2013,4280,1,1
840,63,220,63220,2013,4440,2,3
840,63,220,63220,2013,4520,1,1
840,63,220,63220,2013,4560,12,15
840,63,220,63220,2013,4610,1,1
840,63,220,63220,2013,4650,7,8
840,63,220,63220,2013,4770,12,19
840,63,220,63220,2013,4880,26,54
840,63,220,63220,2013,4930,4,4
840,63,220,63220,2013,4950,2,2
840,63,220,63220,2013,4980,1,1
840,63,220,63220,2013,5010,2,2
840,63,220,63220,2013,5060,3,3
840,63,220,63220,2013,5110,1,4
840,63,220,63220,2013,5190,1,2
840,63,220,63220,2013,5290,20,38
840,63,220,63220,2013,5600,7,9
840,63,220,63220,2013,5630,12,14
840,63,220,63220,2013,5810,22,32
840,63,220,63220,2013,5870,11,14
840,63,220,63220,2013,5930,31,43
840,63,220,63220,2013,5970,1,1
840,63,220,63220,2013,5980,24,31
840,63,220,63220,2013,6080,5,5
840,63,220,63220,2013,6110,2,3
840,63,220,63220,2013,6120,1,30
840,63,220,63220,2013,6130,5,11
840,63,220,63220,2013,6140,1,2
840,63,220,63220,2013,6170,2,5
840,63,220,63220,2013,6190,2,4
840,63,220,63220,2013,6240,12,13
840,63,220,63220,2013,6280,3,3
840,63,220,63220,2013,6290,1,1
840,63,220,63220,2013,6310,1,1
840,63,220,63220,2013,6480,2,3
840,63,220,63220,2013,6630,1,1
840,63,220,63220,2013,6670,3,3
840,63,220,63220,2013,6740,7,8
840,63,220,63220,2013,6770,1,2
840,63,220,63220,2013,6830,3,3
840,63,220,63220,2013,6840,10,13
840,63,220,63220,2013,6870,2,2
840,63,220,63220,2013,7030,18,25
840,63,220,63220,2013,7040,4,5
840,63,220,63220,2013,7050,3,3
840,63,220,63220,2013,7180,25,36
840,63,220,63220,2013,7210,3,4
840,63,220,63220,2013,7270,4,4
840,63,220,63220,2013,7290,1,1
840,63,220,63220,2013,7310,22,25
840,63,220,63220,2013,7360,16,20
840,63,220,63220,2013,7510,5,7
840,63,220,63220,2013,7550,7,8
840,63,220,63220,2013,7610,17,25
840,63,220,63220,2013,7660,9,14
840,63,220,63220,2014,2890,3,3
840,63,220,63220,2014,3100,2,2
840,63,220,63220,2014,3131,2,3
840,63,220,63220,2014,3160,21,27
840,63,220,63220,2014,3250,2,3
840,63,220,63220,2014,3730,1,1
840,63,220,63220,2014,3940,2,2
840,63,220,63220,2014,4050,3,3
840,63,220,63220,2014,4090,1,1
840,63,220,63220,2014,4120,4,4
840,63,220,63220,2014,4230,8,16
840,63,220,63220,2014,4280,1,1
840,63,220,63220,2014,4440,1,1
840,63,220,63220,2014,4560,12,14
840,63,220,63220,2014,4650,3,3
840,63,220,63220,2014,4770,11,16
840,63,220,63220,2014,4880,31,52
840,63,220,63220,2014,4930,9,46
840,63,220,63220,2014,4950,10,11
840,63,220,63220,2014,4980,5,11
840,63,220,63220,2014,5010,1,3
840,63,220,63220,2014,5060,6,6
840,63,220,63220,2014,5110,1,4
840,63,220,63220,2014,5190,3,5
840,63,220,63220,2014,5290,8,18
840,63,220,63220,2014,5600,12,13
840,63,220,63220,2014,5630,11,18
840,63,220,63220,2014,5670,1,1
840,63,220,63220,2014,5810,24,37
840,63,220,63220,2014,5870,16,18
840,63,220,63220,2014,5930,24,32
840,63,220,63220,2014,5950,1,1
840,63,220,63220,2014,5980,22,29
840,63,220,63220,2014,6080,2,4
840,63,220,63220,2014,6120,1,70
840,63,220,63220,2014,6130,6,15
840,63,220,63220,2014,6140,1,2
840,63,220,63220,2014,6170,2,5
840,63,220,63220,2014,6190,5,6
840,63,220,63220,2014,6240,12,15
840,63,220,63220,2014,6280,2,2
840,63,220,63220,2014,6290,2,2
840,63,220,63220,2014,6360,1,1
840,63,220,63220,2014,6480,2,2
840,63,220,63220,2014,6740,8,10
840,63,220,63220,2014,6770,1,1
840,63,220,63220,2014,6830,2,3
840,63,220,63220,2014,6840,8,13
840,63,220,63220,2014,6870,2,3
840,63,220,63220,2014,7030,14,15
840,63,220,63220,2014,7040,1,1
840,63,220,63220,2014,7050,4,4
840,63,220,63220,2014,7180,30,41
840,63,220,63220,2014,7210,1,1
840,63,220,63220,2014,7310,17,22
840,63,220,63220,2014,7360,20,23
840,63,220,63220,2014,7510,4,4
840,63,220,63220,2014,7550,12,15
840,63,220,63220,2014,7610,14,20
840,63,220,63220,2014,7660,4,5
840,63,220,63220,2015,2890,1,1
840,63,220,63220,2015,3100,1,1
840,63,220,63220,2015,3131,1,1
840,63,220,63220,2015,3160,15,19
840,63,220,63220,2015,3250,7,11
840,63,220,63220,2015,3260,1,2
840,63,220,63220,2015,3370,2,2
840,63,220,63220,2015,3390,1,1
840,63,220,63220,2015,3430,1,1
840,63,220,63220,2015,3730,1,1
840,63,220,63220,2015,3900,1,1
840,63,220,63220,2015,3930,1,1
840,63,220,63220,2015,3940,2,2
840,63,220,63220,2015,4050,1,1
840,63,220,63220,2015,4090,4,4
840,63,220,63220,2015,4120,3,3
840,63,220,63220,2015,4230,3,10
840,63,220,63220,2015,4440,1,1
840,63,220,63220,2015,4560,2,3
840,63,220,63220,2015,4650,1,1
840,63,220,63220,2015,4770,15,19
840,63,220,63220,2015,4880,28,44
840,63,220,63220,2015,4930,8,20
840,63,220,63220,2015,4950,3,3
840,63,220,63220,2015,4980,2,2
840,63,220,63220,2015,5010,1,1
840,63,220,63220,2015,5060,2,2
840,63,220,63220,2015,5110,2,2
840,63,220,63220,2015,5190,2,2
840,63,220,63220,2015,5290,7,11
840,63,220,63220,2015,5600,9,9
840,63,220,63220,2015,5630,14,15
840,63,220,63220,2015,5670,1,1
840,63,220,63220,2015,5810,27,39
840,63,220,63220,2015,5870,15,17
840,63,220,63220,2015,5930,30,43
840,63,220,63220,2015,5970,1,1
840,63,220,63220,2015,5980,23,30
840,63,220,63220,2015,6080,2,2
840,63,220,63220,2015,6120,1,25
840,63,220,63220,2015,6130,10,14
840,63,220,63220,2015,6140,4,5
840,63,220,63220,2015,6190,5,7
840,63,220,63220,2015,6240,11,13
840,63,220,63220,2015,6280,3,3
840,63,220,63220,2015,6290,1,1
840,63,220,63220,2015,6480,1,1
840,63,220,63220,2015,6620,1,1
840,63,220,63220,2015,6670,1,1
840,63,220,63220,2015,6730,1,1
840,63,220,63220,2015,6740,9,11
840,63,220,63220,2015,6830,4,4
840,63,220,63220,2015,6840,7,11
840,63,220,63220,2015,6870,2,3
840,63,220,63220,2015,6882,1,4
840,63,220,63220,2015,7030,8,8
840,63,220,63220,2015,7040,5,6
840,63,220,63220,2015,7050,3,3
840,63,220,63220,2015,7180,24,29
840,63,220,63220,2015,7270,1,1
840,63,220,63220,2015,7290,1,1
840,63,220,63220,2015,7310,15,15
840,63,220,63220,2015,7360,12,15
840,63,220,63220,2015,7510,10,10
840,63,220,63220,2015,7550,5,7
840,63,220,63220,2015,7610,14,17
840,63,220,63220,2015,7660,4,4
840,63,220,63220,2016,1720,1,4
840,63,220,63220,2016,2890,1,1
840,63,220,63220,2016,3100,2,2
840,63,220,63220,2016,3131,1,2
840,63,220,63220,2016,3160,11,16
840,63,220,63220,2016,3250,4,5
840,63,220,63220,2016,3260,1,1
840,63,220,63220,2016,3390,3,3
840,63,220,63220,2016,3870,1,1
840,63,220,63220,2016,3940,2,2
840,63,220,63220,2016,4050,4,6
840,63,220,63220,2016,4090,6,6
840,63,220,63220,2016,4120,2,2
840,63,220,63220,2016,4230,9,12
840,63,220,63220,2016,4280,1,1
840,63,220,63220,2016,4440,1,1
840,63,220,63220,2016,4520,2,2
840,63,220,63220,2016,4560,9,11
840,63,220,63220,2016,4650,5,5
840,63,220,63220,2016,4670,2,2
840,63,220,63220,2016,4770,7,7
840,63,220,63220,2016,4880,28,40
840,63,220,63220,2016,4930,9,29
840,63,220,63220,2016,4950,3,4
840,63,220,63220,2016,4980,3,3
840,63,220,63220,2016,5010,1,2
840,63,220,63220,2016,5060,1,1
840,63,220,63220,2016,5110,4,8
840,63,220,63220,2016,5190,2,2
840,63,220,63220,2016,5290,15,17
840,63,220,63220,2016,5600,12,14
840,63,220,63220,2016,5630,8,10
840,63,220,63220,2016,5810,23,28
840,63,220,63220,2016,5870,14,16
840,63,220,63220,2016,5930,23,32
840,63,220,63220,2016,5980,25,34
840,63,220,63220,2016,6080,6,6
840,63,220,63220,2016,6120,1,20
840,63,220,63220,2016,6130,4,7
840,63,220,63220,2016,6140,2,2
840,63,220,63220,2016,6190,4,11
840,63,220,63220,2016,6240,18,24
840,63,220,63220,2016,6280,1,1
840,63,220,63220,2016,6290,1,2
840,63,220,63220,2016,6310,1,1
840,63,220,63220,2016,6480,2,2
840,63,220,63220,2016,6540,2,3
840,63,220,63220,2016,6670,1,1
840,63,220,63220,2016,6740,6,7
840,63,220,63220,2016,6830,2,3
840,63,220,63220,2016,6840,9,13
840,63,220,63220,2016,6870,1,1
840,63,220,63220,2016,7030,12,14
840,63,220,63220,2016,7040,3,4
840,63,220,63220,2016,7050,2,2
840,63,220,63220,2016,7180,28,44
840,63,220,63220,2016,7310,15,18
840,63,220,63220,2016,7360,9,12
840,63,220,63220,2016,7510,10,11
840,63,220,63220,2016,7550,10,11
840,63,220,63220,2016,7610,9,12
840,63,220,63220,2016,7660,7,9
840,63,220,63220,2008,2890,1,1
840,63,220,63220,2008,3100,1,1
840,63,220,63220,2008,3160,12,16
840,63,220,63220,2008,3250,4,5
840,63,220,63220,2008,3370,1,1
840,63,220,63220,2008,3600,1,1
840,63,220,63220,2008,3750,1,1
840,63,220,63220,2008,3870,4,4
840,63,220,63220,2008,4050,1,1
840,63,220,63220,2008,4090,2,2
840,63,220,63220,2008,4120,2,2
840,63,220,63220,2008,4230,9,13
840,63,220,63220,2008,4280,1,1
840,63,220,63220,2008,4520,2,2
840,63,220,63220,2008,4560,14,14
840,63,220,63220,2008,4610,1,1
840,63,220,63220,2008,4650,2,2
840,63,220,63220,2008,4770,13,17
840,63,220,63220,2008,4880,5,8
840,63,220,63220,2008,4930,1,55
840,63,220,63220,2008,4950,1,1
840,63,220,63220,2008,4980,3,3
840,63,220,63220,2008,5010,2,3
840,63,220,63220,2008,5060,1,1
840,63,220,63220,2008,5110,7,14
840,63,220,63220,2008,5190,3,4
840,63,220,63220,2008,5290,11,11
840,63,220,63220,2008,5460,1,1
840,63,220,63220,2008,5600,5,6
840,63,220,63220,2008,5630,7,7
840,63,220,63220,2008,5810,13,17
840,63,220,63220,2008,5870,15,16
840,63,220,63220,2008,5930,17,20
840,63,220,63220,2008,5970,1,1
840,63,220,63220,2008,5980,29,32
840,63,220,63220,2008,6080,2,2
840,63,220,63220,2008,6120,1,6
840,63,220,63220,2008,6130,5,21
840,63,220,63220,2008,6140,1,2
840,63,220,63220,2008,6170,1,1
840,63,220,63220,2008,6190,3,5
840,63,220,63220,2008,6240,13,15
840,63,220,63220,2008,6280,2,2
840,63,220,63220,2008,6480,2,2
840,63,220,63220,2008,6540,1,1
840,63,220,63220,2008,6590,3,3
840,63,220,63220,2008,6670,1,1
840,63,220,63220,2008,6730,1,1
840,63,220,63220,2008,6740,4,5
840,63,220,63220,2008,6770,1,1
840,63,220,63220,2008,6830,3,3
840,63,220,63220,2008,6840,6,7
840,63,220,63220,2008,6870,1,1
840,63,220,63220,2008,6882,1,1
840,63,220,63220,2008,7030,8,8
840,63,220,63220,2008,7040,2,2
840,63,220,63220,2008,7050,1,1
840,63,220,63220,2008,7180,16,23
840,63,220,63220,2008,7210,2,2
840,63,220,63220,2008,7310,10,13
840,63,220,63220,2008,7360,8,8
840,63,220,63220,2008,7510,8,9
840,63,220,63220,2008,7550,10,11
840,63,220,63220,2008,7610,8,9
840,63,220,63220,2008,7660,7,10
840,63,221,63221,2000,2890,1,1
840,63,221,63221,2000,3160,23,35
840,63,221,63221,2000,3250,2,6
840,63,221,63221,2000,3370,1,1
840,63,221,63221,2000,3870,2,2
840,63,221,63221,2000,3940,6,6
840,63,221,63221,2000,4050,1,1
840,63,221,63221,2000,4090,10,10
840,63,221,63221,2000,4120,4,4
840,63,221,63221,2000,4230,12,19
840,63,221,63221,2000,4280,1,1
840,63,221,63221,2000,4520,1,1
840,63,221,63221,2000,4560,7,7
840,63,221,63221,2000,4610,7,7
840,63,221,63221,2000,4660,2,4
840,63,221,63221,2000,4770,16,30
840,63,221,63221,2000,4880,31,49
840,63,221,63221,2000,4930,15,64
840,63,221,63221,2000,4950,5,5
840,63,221,63221,2000,4980,8,12
840,63,221,63221,2000,5010,4,6
840,63,221,63221,2000,5110,9,34
840,63,221,63221,2000,5190,7,22
840,63,221,63221,2000,5290,19,31
840,63,221,63221,2000,5600,4,5
840,63,221,63221,2000,5630,4,5
840,63,221,63221,2000,5810,37,69
840,63,221,63221,2000,5870,21,26
840,63,221,63221,2000,5930,23,26
840,63,221,63221,2000,5970,3,3
840,63,221,63221,2000,5980,23,33
840,63,221,63221,2000,6080,11,11
840,63,221,63221,2000,6130,5,7
840,63,221,63221,2000,6240,14,17
840,63,221,63221,2000,6280,4,4
840,63,221,63221,2000,6290,5,5
840,63,221,63221,2000,6310,2,2
840,63,221,63221,2000,6390,1,1
840,63,221,63221,2000,6480,1,1
840,63,221,63221,2000,6590,1,1
840,63,221,63221,2000,6710,1,1
840,63,221,63221,2000,6740,1,1
840,63,221,63221,2000,6810,5,5
840,63,221,63221,2000,6830,1,1
840,63,221,63221,2000,6840,2,2
840,63,221,63221,2000,6882,1,2
840,63,221,63221,2000,7030,19,24
840,63,221,63221,2000,7040,6,7
840,63,221,63221,2000,7050,6,11
840,63,221,63221,2000,7180,17,18
840,63,221,63221,2000,7210,7,7
840,63,221,63221,2000,7270,7,7
840,63,221,63221,2000,7310,17,18
840,63,221,63221,2000,7360,15,19
840,63,221,63221,2000,7510,3,3
840,63,221,63221,2000,7550,7,10
840,63,221,63221,2000,7610,22,41
840,63,221,63221,2000,7660,8,11
840,63,221,63221,2001,1320,1,3
840,63,221,63221,2001,1440,1,2
840,63,221,63221,2001,2010,2,2
840,63,221,63221,2001,2730,1,1
840,63,221,63221,2001,3160,21,28
840,63,221,63221,2001,3250,1,1
840,63,221,63221,2001,3370,1,1
840,63,221,63221,2001,3940,3,3
840,63,221,63221,2001,4050,5,5
840,63,221,63221,2001,4090,6,6
840,63,221,63221,2001,4120,1,1
840,63,221,63221,2001,4230,5,10
840,63,221,63221,2001,4280,1,1
840,63,221,63221,2001,4440,1,1
840,63,221,63221,2001,4520,1,1
840,63,221,63221,2001,4560,7,7
840,63,221,63221,2001,4610,5,5
840,63,221,63221,2001,4650,2,2
840,63,221,63221,2001,4660,1,1
840,63,221,63221,2001,4770,10,14
840,63,221,63221,2001,4880,25,46
840,63,221,63221,2001,4930,13,36
840,63,221,63221,2001,4950,2,2
840,63,221,63221,2001,4980,2,4
840,63,221,63221,2001,5010,3,3
840,63,221,63221,2001,5110,5,5
840,63,221,63221,2001,5190,7,39
840,63,221,63221,2001,5290,13,21
840,63,221,63221,2001,5600,1,2
840,63,221,63221,2001,5630,4,4
840,63,221,63221,2001,5810,27,38
840,63,221,63221,2001,5870,19,25
840,63,221,63221,2001,5930,19,23
840,63,221,63221,2001,5970,2,2
840,63,221,63221,2001,5980,30,40
840,63,221,63221,2001,6080,1,1
840,63,221,63221,2001,6110,1,1
840,63,221,63221,2001,6130,3,3
840,63,221,63221,2001,6190,2,3
840,63,221,63221,2001,6240,12,14
840,63,221,63221,2001,6280,1,1
840,63,221,63221,2001,6290,1,1
840,63,221,63221,2001,6310,1,1
840,63,221,63221,2001,6390,1,1
840,63,221,63221,2001,6590,1,1
840,63,221,63221,2001,6670,1,1
840,63,221,63221,2001,6710,1,1
840,63,221,63221,2001,6740,1,1
840,63,221,63221,2001,6770,2,2
840,63,221,63221,2001,6810,3,3
840,63,221,63221,2001,6830,1,1
840,63,221,63221,2001,6840,3,3
840,63,221,63221,2001,6882,1,2
840,63,221,63221,2001,7030,11,12
840,63,221,63221,2001,7040,6,6
840,63,221,63221,2001,7050,7,7
840,63,221,63221,2001,7180,18,22
840,63,221,63221,2001,7270,4,4
840,63,221,63221,2001,7310,9,15
840,63,221,63221,2001,7360,14,19
840,63,221,63221,2001,7510,6,7
840,63,221,63221,2001,7550,10,13
840,63,221,63221,2001,7610,20,39
840,63,221,63221,2001,7660,7,8
840,63,221,63221,2002,1320,1,2
840,63,221,63221,2002,2730,1,1
840,63,221,63221,2002,2890,1,1
840,63,221,63221,2002,3160,16,25
840,63,221,63221,2002,3250,3,3
840,63,221,63221,2002,3370,1,2
840,63,221,63221,2002,3390,1,2
840,63,221,63221,2002,3870,1,1
840,63,221,63221,2002,3940,1,1
840,63,221,63221,2002,4050,2,3
840,63,221,63221,2002,4090,3,3
840,63,221,63221,2002,4120,3,3
840,63,221,63221,2002,4230,13,21
840,63,221,63221,2002,4280,1,1
840,63,221,63221,2002,4520,1,1
840,63,221,63221,2002,4560,9,12
840,63,221,63221,2002,4610,3,3
840,63,221,63221,2002,4650,1,1
840,63,221,63221,2002,4660,1,2
840,63,221,63221,2002,4770,15,18
840,63,221,63221,2002,4880,17,70
840,63,221,63221,2002,4930,13,33
840,63,221,63221,2002,4950,2,5
840,63,221,63221,2002,4980,2,2
840,63,221,63221,2002,5010,2,2
840,63,221,63221,2002,5110,2,3
840,63,221,63221,2002,5190,9,24
840,63,221,63221,2002,5290,12,20
840,63,221,63221,2002,5600,6,6
840,63,221,63221,2002,5810,30,38
840,63,221,63221,2002,5870,27,37
840,63,221,63221,2002,5930,16,19
840,63,221,63221,2002,5980,18,22
840,63,221,63221,2002,6080,1,1
840,63,221,63221,2002,6110,1,1
840,63,221,63221,2002,6130,2,2
840,63,221,63221,2002,6190,3,5
840,63,221,63221,2002,6240,16,18
840,63,221,63221,2002,6290,2,2
840,63,221,63221,2002,6310,1,1
840,63,221,63221,2002,6480,1,1
840,63,221,63221,2002,6740,3,3
840,63,221,63221,2002,6760,1,1
840,63,221,63221,2002,6810,2,2
840,63,221,63221,2002,6830,1,1
840,63,221,63221,2002,6840,3,5
840,63,221,63221,2002,6882,1,2
840,63,221,63221,2002,7030,16,23
840,63,221,63221,2002,7040,6,6
840,63,221,63221,2002,7050,5,5
840,63,221,63221,2002,7180,19,25
840,63,221,63221,2002,7210,1,1
840,63,221,63221,2002,7270,3,4
840,63,221,63221,2002,7310,12,16
840,63,221,63221,2002,7360,6,6
840,63,221,63221,2002,7510,4,5
840,63,221,63221,2002,7550,8,10
840,63,221,63221,2002,7610,20,34
840,63,221,63221,2002,7660,5,14
840,63,221,63221,2003,3160,17,24
840,63,221,63221,2003,3430,1,1
840,63,221,63221,2003,3900,1,1
840,63,221,63221,2003,3940,1,1
840,63,221,63221,2003,4050,3,3
840,63,221,63221,2003,4090,7,7
840,63,221,63221,2003,4120,4,4
840,63,221,63221,2003,4230,7,10
840,63,221,63221,2003,4280,1,1
840,63,221,63221,2003,4520,1,1
840,63,221,63221,2003,4560,7,7
840,63,221,63221,2003,4610,4,4
840,63,221,63221,2003,4660,1,2
840,63,221,63221,2003,4770,16,21
840,63,221,63221,2003,4880,18,26
840,63,221,63221,2003,4930,14,17
840,63,221,63221,2003,4950,5,5
840,63,221,63221,2003,4980,3,3
840,63,221,63221,2003,5110,7,9
